,migrationfrom,migrationto,migrationyearpadding,n_migrations
33594,fra,syr,2012.0,8
33595,fra,syr,2013.0,6
33596,fra,syr,2014.0,5
33597,fra,syr,2015.0,5
33598,fra,syr,2016.0,4
33599,fra,syr,2017.0,3
33600,fra,syr,2018.0,2
33601,fra,syr,2020.0,1
33602,fra,tcd,1998.0,1
33603,fra,tcd,1999.0,1
33604,fra,tcd,2000.0,1
33605,fra,tcd,2001.0,1
33606,fra,tcd,2002.0,1
33607,fra,tcd,2004.0,1
33608,fra,tcd,2005.0,1
33609,fra,tcd,2007.0,1
33610,fra,tcd,2008.0,1
33611,fra,tcd,2009.0,1
33612,fra,tcd,2013.0,1
33613,fra,tcd,2015.0,2
33614,fra,tcd,2016.0,1
33615,fra,tcd,2017.0,3
33616,fra,tcd,2018.0,1
33617,fra,tgo,1997.0,2
33618,fra,tgo,1998.0,1
33619,fra,tgo,1999.0,1
33620,fra,tgo,2000.0,1
33621,fra,tgo,2001.0,5
33622,fra,tgo,2002.0,2
33623,fra,tgo,2004.0,4
33624,fra,tgo,2005.0,2
33625,fra,tgo,2006.0,3
33626,fra,tgo,2007.0,6
33627,fra,tgo,2008.0,3
33628,fra,tgo,2009.0,1
33629,fra,tgo,2010.0,3
33630,fra,tgo,2011.0,3
33631,fra,tgo,2012.0,5
33632,fra,tgo,2013.0,3
33633,fra,tgo,2014.0,2
33634,fra,tgo,2015.0,4
33635,fra,tgo,2017.0,2
33636,fra,tha,1997.0,1
33637,fra,tha,1999.0,3
33638,fra,tha,2000.0,3
33639,fra,tha,2002.0,9
33640,fra,tha,2003.0,6
33641,fra,tha,2004.0,6
33642,fra,tha,2005.0,6
33643,fra,tha,2006.0,5
33644,fra,tha,2007.0,5
33645,fra,tha,2008.0,6
33646,fra,tha,2009.0,6
33647,fra,tha,2010.0,11
33648,fra,tha,2011.0,13
33649,fra,tha,2012.0,9
33650,fra,tha,2013.0,8
33651,fra,tha,2014.0,9
33652,fra,tha,2015.0,9
33653,fra,tha,2016.0,8
33654,fra,tha,2017.0,11
33655,fra,tha,2018.0,15
33656,fra,tha,2019.0,6
33657,fra,tha,2020.0,1
33658,fra,tha,2021.0,3
33659,fra,tjk,2013.0,1
33660,fra,tto,1997.0,1
33661,fra,tto,2000.0,1
33662,fra,tto,2003.0,1
33663,fra,tto,2013.0,1
33664,fra,tun,1997.0,25
33665,fra,tun,1998.0,39
33666,fra,tun,1999.0,43
33667,fra,tun,2000.0,49
33668,fra,tun,2001.0,43
33669,fra,tun,2002.0,52
33670,fra,tun,2003.0,61
33671,fra,tun,2004.0,45
33672,fra,tun,2005.0,48
33673,fra,tun,2006.0,70
33674,fra,tun,2007.0,71
33675,fra,tun,2008.0,76
33676,fra,tun,2009.0,78
33677,fra,tun,2010.0,63
33678,fra,tun,2011.0,65
33679,fra,tun,2012.0,63
33680,fra,tun,2013.0,81
33681,fra,tun,2014.0,84
33682,fra,tun,2015.0,58
33683,fra,tun,2016.0,62
33684,fra,tun,2017.0,51
33685,fra,tun,2018.0,42
33686,fra,tun,2019.0,28
33687,fra,tun,2020.0,15
33688,fra,tun,2021.0,5
33689,fra,tur,1997.0,11
33690,fra,tur,1998.0,4
33691,fra,tur,1999.0,5
33692,fra,tur,2000.0,4
33693,fra,tur,2001.0,7
33694,fra,tur,2002.0,5
33695,fra,tur,2003.0,7
33696,fra,tur,2004.0,4
33697,fra,tur,2005.0,6
33698,fra,tur,2006.0,8
33699,fra,tur,2007.0,9
33700,fra,tur,2008.0,14
33701,fra,tur,2009.0,9
33702,fra,tur,2010.0,13
33703,fra,tur,2011.0,15
33704,fra,tur,2012.0,12
33705,fra,tur,2013.0,11
33706,fra,tur,2014.0,5
33707,fra,tur,2015.0,12
33708,fra,tur,2016.0,11
33709,fra,tur,2017.0,13
33710,fra,tur,2018.0,10
33711,fra,tur,2019.0,4
33712,fra,tur,2020.0,4
33713,fra,tur,2021.0,2
33714,fra,twn,1997.0,3
33715,fra,twn,1998.0,5
33716,fra,twn,1999.0,4
33717,fra,twn,2000.0,5
33718,fra,twn,2001.0,6
33719,fra,twn,2002.0,3
33720,fra,twn,2003.0,3
33721,fra,twn,2004.0,4
33722,fra,twn,2005.0,4
33723,fra,twn,2006.0,5
33724,fra,twn,2007.0,3
33725,fra,twn,2008.0,8
33726,fra,twn,2009.0,5
33727,fra,twn,2010.0,6
33728,fra,twn,2011.0,10
33729,fra,twn,2012.0,15
33730,fra,twn,2013.0,10
33731,fra,twn,2014.0,7
33732,fra,twn,2015.0,9
33733,fra,twn,2016.0,5
33734,fra,twn,2017.0,7
33735,fra,twn,2018.0,5
33736,fra,twn,2019.0,8
33737,fra,twn,2020.0,2
33738,fra,twn,2021.0,1
33739,fra,tza,2004.0,1
33740,fra,tza,2012.0,1
33741,fra,tza,2014.0,2
33742,fra,tza,2015.0,1
33743,fra,uga,2002.0,2
33744,fra,uga,2006.0,1
33745,fra,uga,2008.0,1
33746,fra,uga,2009.0,4
33747,fra,uga,2012.0,2
33748,fra,uga,2013.0,1
33749,fra,uga,2016.0,1
33750,fra,uga,2019.0,1
33751,fra,ukr,1997.0,5
33752,fra,ukr,1998.0,3
33753,fra,ukr,1999.0,2
33754,fra,ukr,2000.0,1
33755,fra,ukr,2001.0,5
33756,fra,ukr,2002.0,11
33757,fra,ukr,2003.0,5
33758,fra,ukr,2004.0,4
33759,fra,ukr,2005.0,4
33760,fra,ukr,2006.0,3
33761,fra,ukr,2007.0,2
33762,fra,ukr,2008.0,3
33763,fra,ukr,2009.0,9
33764,fra,ukr,2010.0,10
33765,fra,ukr,2011.0,8
33766,fra,ukr,2012.0,5
33767,fra,ukr,2013.0,7
33768,fra,ukr,2014.0,7
33769,fra,ukr,2015.0,2
33770,fra,ukr,2016.0,4
33771,fra,ukr,2017.0,15
33772,fra,ukr,2018.0,6
33773,fra,ukr,2019.0,2
33774,fra,ukr,2021.0,1
33775,fra,ury,1997.0,3
33776,fra,ury,1998.0,3
33777,fra,ury,2000.0,1
33778,fra,ury,2001.0,2
33779,fra,ury,2002.0,2
33780,fra,ury,2003.0,1
33781,fra,ury,2004.0,2
33782,fra,ury,2005.0,2
33783,fra,ury,2006.0,4
33784,fra,ury,2008.0,3
33785,fra,ury,2009.0,3
33786,fra,ury,2010.0,1
33787,fra,ury,2011.0,3
33788,fra,ury,2012.0,5
33789,fra,ury,2015.0,2
33790,fra,ury,2016.0,3
33791,fra,ury,2017.0,3
33792,fra,ury,2018.0,2
33793,fra,ury,2019.0,1
33794,fra,ury,2020.0,1
33795,fra,ury,2021.0,1
33796,fra,usa,1997.0,360
33797,fra,usa,1998.0,432
33798,fra,usa,1999.0,526
33799,fra,usa,2000.0,542
33800,fra,usa,2001.0,609
33801,fra,usa,2002.0,637
33802,fra,usa,2003.0,576
33803,fra,usa,2004.0,480
33804,fra,usa,2005.0,474
33805,fra,usa,2006.0,518
33806,fra,usa,2007.0,505
33807,fra,usa,2008.0,501
33808,fra,usa,2009.0,549
33809,fra,usa,2010.0,553
33810,fra,usa,2011.0,587
33811,fra,usa,2012.0,577
33812,fra,usa,2013.0,597
33813,fra,usa,2014.0,638
33814,fra,usa,2015.0,608
33815,fra,usa,2016.0,626
33816,fra,usa,2017.0,576
33817,fra,usa,2018.0,491
33818,fra,usa,2019.0,391
33819,fra,usa,2020.0,253
33820,fra,usa,2021.0,101
33821,fra,uzb,1998.0,1
33822,fra,uzb,2004.0,1
33823,fra,uzb,2005.0,1
33824,fra,uzb,2006.0,1
33825,fra,ven,1997.0,3
33826,fra,ven,1998.0,8
33827,fra,ven,1999.0,7
33828,fra,ven,2000.0,4
33829,fra,ven,2001.0,6
33830,fra,ven,2002.0,9
33831,fra,ven,2003.0,4
33832,fra,ven,2004.0,4
33833,fra,ven,2005.0,6
33834,fra,ven,2006.0,4
33835,fra,ven,2007.0,4
33836,fra,ven,2008.0,2
33837,fra,ven,2009.0,4
33838,fra,ven,2010.0,4
33839,fra,ven,2011.0,6
33840,fra,ven,2012.0,1
33841,fra,ven,2013.0,9
33842,fra,ven,2014.0,1
33843,fra,ven,2016.0,4
33844,fra,ven,2017.0,1
33845,fra,ven,2018.0,2
33846,fra,ven,2020.0,1
33847,fra,vnm,1998.0,1
33848,fra,vnm,1999.0,2
33849,fra,vnm,2002.0,3
33850,fra,vnm,2003.0,2
33851,fra,vnm,2004.0,5
33852,fra,vnm,2005.0,2
33853,fra,vnm,2006.0,5
33854,fra,vnm,2007.0,5
33855,fra,vnm,2008.0,7
33856,fra,vnm,2009.0,10
33857,fra,vnm,2010.0,7
33858,fra,vnm,2011.0,9
33859,fra,vnm,2012.0,12
33860,fra,vnm,2013.0,16
33861,fra,vnm,2014.0,43
33862,fra,vnm,2015.0,29
33863,fra,vnm,2016.0,27
33864,fra,vnm,2017.0,30
33865,fra,vnm,2018.0,29
33866,fra,vnm,2019.0,23
33867,fra,vnm,2020.0,10
33868,fra,vnm,2021.0,2
33869,fra,vut,1997.0,1
33870,fra,vut,2005.0,1
33871,fra,vut,2013.0,2
33872,fra,wlf,2007.0,1
33873,fra,yem,2009.0,2
33874,fra,yem,2013.0,1
33875,fra,zaf,1997.0,6
33876,fra,zaf,1998.0,7
33877,fra,zaf,1999.0,7
33878,fra,zaf,2000.0,10
33879,fra,zaf,2001.0,7
33880,fra,zaf,2002.0,13
33881,fra,zaf,2003.0,16
33882,fra,zaf,2004.0,7
33883,fra,zaf,2005.0,11
33884,fra,zaf,2006.0,8
33885,fra,zaf,2007.0,7
33886,fra,zaf,2008.0,14
33887,fra,zaf,2009.0,17
33888,fra,zaf,2010.0,19
33889,fra,zaf,2011.0,21
33890,fra,zaf,2012.0,20
33891,fra,zaf,2013.0,17
33892,fra,zaf,2014.0,11
33893,fra,zaf,2015.0,19
33894,fra,zaf,2016.0,12
33895,fra,zaf,2017.0,11
33896,fra,zaf,2018.0,14
33897,fra,zaf,2019.0,13
33898,fra,zaf,2020.0,3
33899,fra,zaf,2021.0,4
33900,fra,zmb,2017.0,1
33901,fra,zmb,2019.0,1
33902,fra,zwe,1999.0,1
33903,fra,zwe,2002.0,1
33904,fra,zwe,2008.0,1
33905,fra,zwe,2010.0,2
33906,fra,zwe,2014.0,2
33907,fra,zwe,2018.0,2
33908,fro,bel,2013.0,1
33909,fro,deu,2010.0,1
33910,fro,deu,2018.0,1
33911,fro,dnk,2000.0,3
33912,fro,dnk,2003.0,2
33913,fro,dnk,2005.0,2
33914,fro,dnk,2006.0,1
33915,fro,dnk,2007.0,1
33916,fro,dnk,2008.0,2
33917,fro,dnk,2009.0,2
33918,fro,dnk,2013.0,2
33919,fro,dnk,2015.0,2
33920,fro,dnk,2016.0,1
33921,fro,dnk,2017.0,1
33922,fro,dnk,2018.0,2
33923,fro,dnk,2019.0,2
33924,fro,gbr,1997.0,1
33925,fro,gbr,2001.0,1
33926,fro,gbr,2013.0,1
33927,fro,gbr,2016.0,1
33928,fro,grl,2015.0,1
33929,fro,isl,2009.0,1
33930,fro,isl,2014.0,1
33931,fro,isl,2019.0,1
33932,fro,nor,2000.0,1
33933,fro,nor,2008.0,2
33934,fro,nor,2015.0,1
33935,fro,nor,2019.0,1
33936,fro,usa,2003.0,1
33937,fro,usa,2019.0,1
33938,fsm,aus,2001.0,1
33939,fsm,aus,2005.0,1
33940,fsm,fji,2001.0,1
33941,fsm,ita,2014.0,1
33942,fsm,nzl,1998.0,1
33943,fsm,nzl,2005.0,1
33944,fsm,plw,2004.0,1
33945,fsm,png,2013.0,1
33946,fsm,usa,2001.0,1
33947,fsm,usa,2002.0,2
33948,fsm,usa,2004.0,1
33949,fsm,usa,2008.0,1
33950,fsm,usa,2009.0,1
33951,fsm,usa,2010.0,1
33952,fsm,usa,2011.0,1
33953,fsm,usa,2014.0,1
33954,fsm,usa,2017.0,1
33955,fsm,usa,2019.0,1
33956,gab,aut,1999.0,1
33957,gab,aut,2005.0,1
33958,gab,aut,2008.0,1
33959,gab,aut,2009.0,2
33960,gab,aut,2012.0,1
33961,gab,aut,2019.0,1
33962,gab,bel,2007.0,1
33963,gab,bel,2014.0,1
33964,gab,bel,2018.0,1
33965,gab,ben,2001.0,1
33966,gab,ben,2017.0,1
33967,gab,bfa,2018.0,1
33968,gab,caf,2001.0,1
33969,gab,caf,2007.0,1
33970,gab,caf,2008.0,1
33971,gab,caf,2011.0,1
33972,gab,che,2013.0,1
33973,gab,che,2014.0,1
33974,gab,che,2016.0,2
33975,gab,chn,2019.0,2
33976,gab,cmr,2004.0,1
33977,gab,cmr,2009.0,1
33978,gab,cmr,2010.0,1
33979,gab,cmr,2011.0,1
33980,gab,cmr,2013.0,2
33981,gab,cmr,2016.0,1
33982,gab,cog,2008.0,1
33983,gab,cog,2012.0,5
33984,gab,cog,2013.0,1
33985,gab,cog,2014.0,1
33986,gab,cog,2019.0,1
33987,gab,com,2007.0,1
33988,gab,deu,1998.0,3
33989,gab,deu,1999.0,4
33990,gab,deu,2000.0,1
33991,gab,deu,2002.0,2
33992,gab,deu,2003.0,2
33993,gab,deu,2004.0,4
33994,gab,deu,2009.0,4
33995,gab,deu,2010.0,2
33996,gab,deu,2011.0,1
33997,gab,deu,2012.0,1
33998,gab,deu,2013.0,1
33999,gab,deu,2014.0,1
34000,gab,deu,2015.0,3
34001,gab,deu,2016.0,5
34002,gab,deu,2017.0,2
34003,gab,deu,2018.0,1
34004,gab,deu,2019.0,1
34005,gab,deu,2020.0,1
34006,gab,deu,2021.0,1
34007,gab,esp,2001.0,1
34008,gab,esp,2005.0,1
34009,gab,esp,2018.0,1
34010,gab,eth,2021.0,1
34011,gab,fra,1997.0,4
34012,gab,fra,1998.0,3
34013,gab,fra,1999.0,6
34014,gab,fra,2000.0,6
34015,gab,fra,2001.0,4
34016,gab,fra,2002.0,2
34017,gab,fra,2003.0,5
34018,gab,fra,2004.0,5
34019,gab,fra,2005.0,2
34020,gab,fra,2006.0,5
34021,gab,fra,2007.0,6
34022,gab,fra,2008.0,4
34023,gab,fra,2009.0,2
34024,gab,fra,2010.0,5
34025,gab,fra,2011.0,2
34026,gab,fra,2012.0,6
34027,gab,fra,2013.0,4
34028,gab,fra,2014.0,2
34029,gab,fra,2015.0,2
34030,gab,fra,2016.0,1
34031,gab,fra,2017.0,3
34032,gab,fra,2018.0,2
34033,gab,fra,2019.0,3
34034,gab,fra,2020.0,1
34035,gab,gbr,1997.0,1
34036,gab,gbr,1999.0,1
34037,gab,gbr,2000.0,1
34038,gab,gbr,2001.0,1
34039,gab,gbr,2004.0,1
34040,gab,gbr,2006.0,1
34041,gab,gbr,2008.0,1
34042,gab,gbr,2010.0,1
34043,gab,gbr,2011.0,1
34044,gab,gbr,2012.0,1
34045,gab,gbr,2016.0,1
34046,gab,gbr,2017.0,1
34047,gab,gbr,2020.0,1
34048,gab,gha,2014.0,1
34049,gab,gin,2016.0,1
34050,gab,gmb,2007.0,1
34051,gab,guf,2004.0,1
34052,gab,guf,2006.0,1
34053,gab,ind,2012.0,1
34054,gab,jpn,2017.0,1
34055,gab,khm,2015.0,1
34056,gab,khm,2018.0,1
34057,gab,mar,2003.0,1
34058,gab,mar,2011.0,1
34059,gab,mar,2015.0,1
34060,gab,ncl,2010.0,1
34061,gab,ner,2012.0,1
34062,gab,ner,2016.0,1
34063,gab,nld,1999.0,2
34064,gab,nld,2008.0,1
34065,gab,nld,2014.0,1
34066,gab,nld,2015.0,2
34067,gab,nld,2019.0,3
34068,gab,nld,2020.0,1
34069,gab,reu,2017.0,1
34070,gab,sen,2009.0,1
34071,gab,sle,2012.0,1
34072,gab,twn,2012.0,1
34073,gab,uga,1998.0,1
34074,gab,usa,1997.0,1
34075,gab,usa,2001.0,1
34076,gab,usa,2002.0,1
34077,gab,usa,2003.0,2
34078,gab,usa,2006.0,1
34079,gab,usa,2007.0,3
34080,gab,usa,2008.0,2
34081,gab,usa,2009.0,1
34082,gab,usa,2011.0,2
34083,gab,usa,2013.0,3
34084,gab,usa,2014.0,1
34085,gab,usa,2015.0,1
34086,gab,usa,2016.0,2
34087,gab,usa,2018.0,4
34088,gab,usa,2019.0,2
34089,gab,usa,2020.0,1
34090,gab,usa,2021.0,1
34091,gab,zaf,2011.0,1
34092,gbr,afg,2003.0,1
34093,gbr,afg,2004.0,2
34094,gbr,afg,2006.0,1
34095,gbr,afg,2007.0,1
34096,gbr,afg,2008.0,2
34097,gbr,afg,2009.0,3
34098,gbr,afg,2012.0,1
34099,gbr,afg,2014.0,1
34100,gbr,afg,2015.0,2
34101,gbr,afg,2017.0,3
34102,gbr,afg,2020.0,1
34103,gbr,ago,2001.0,1
34104,gbr,ago,2003.0,1
34105,gbr,ago,2009.0,1
34106,gbr,ago,2021.0,1
34107,gbr,alb,1997.0,1
34108,gbr,alb,2005.0,1
34109,gbr,alb,2006.0,1
34110,gbr,alb,2013.0,1
34111,gbr,alb,2020.0,1
34112,gbr,are,1997.0,6
34113,gbr,are,1998.0,3
34114,gbr,are,1999.0,4
34115,gbr,are,2000.0,9
34116,gbr,are,2001.0,15
34117,gbr,are,2002.0,7
34118,gbr,are,2003.0,3
34119,gbr,are,2004.0,11
34120,gbr,are,2005.0,14
34121,gbr,are,2006.0,10
34122,gbr,are,2007.0,19
34123,gbr,are,2008.0,19
34124,gbr,are,2009.0,16
34125,gbr,are,2010.0,21
34126,gbr,are,2011.0,23
34127,gbr,are,2012.0,34
34128,gbr,are,2013.0,28
34129,gbr,are,2014.0,18
34130,gbr,are,2015.0,44
34131,gbr,are,2016.0,36
34132,gbr,are,2017.0,54
34133,gbr,are,2018.0,41
34134,gbr,are,2019.0,44
34135,gbr,are,2020.0,23
34136,gbr,are,2021.0,11
34137,gbr,arg,1997.0,5
34138,gbr,arg,1998.0,6
34139,gbr,arg,1999.0,9
34140,gbr,arg,2000.0,6
34141,gbr,arg,2001.0,5
34142,gbr,arg,2002.0,13
34143,gbr,arg,2003.0,7
34144,gbr,arg,2004.0,10
34145,gbr,arg,2005.0,7
34146,gbr,arg,2006.0,9
34147,gbr,arg,2007.0,9
34148,gbr,arg,2008.0,10
34149,gbr,arg,2009.0,5
34150,gbr,arg,2010.0,8
34151,gbr,arg,2011.0,16
34152,gbr,arg,2012.0,12
34153,gbr,arg,2013.0,6
34154,gbr,arg,2014.0,10
34155,gbr,arg,2015.0,9
34156,gbr,arg,2016.0,15
34157,gbr,arg,2017.0,9
34158,gbr,arg,2018.0,8
34159,gbr,arg,2019.0,5
34160,gbr,arg,2020.0,5
34161,gbr,arg,2021.0,1
34162,gbr,arm,1998.0,1
34163,gbr,arm,2004.0,1
34164,gbr,arm,2016.0,1
34165,gbr,atg,2003.0,1
34166,gbr,aus,1997.0,211
34167,gbr,aus,1998.0,221
34168,gbr,aus,1999.0,271
34169,gbr,aus,2000.0,276
34170,gbr,aus,2001.0,311
34171,gbr,aus,2002.0,371
34172,gbr,aus,2003.0,357
34173,gbr,aus,2004.0,364
34174,gbr,aus,2005.0,351
34175,gbr,aus,2006.0,388
34176,gbr,aus,2007.0,426
34177,gbr,aus,2008.0,468
34178,gbr,aus,2009.0,524
34179,gbr,aus,2010.0,491
34180,gbr,aus,2011.0,515
34181,gbr,aus,2012.0,579
34182,gbr,aus,2013.0,576
34183,gbr,aus,2014.0,561
34184,gbr,aus,2015.0,483
34185,gbr,aus,2016.0,455
34186,gbr,aus,2017.0,456
34187,gbr,aus,2018.0,383
34188,gbr,aus,2019.0,383
34189,gbr,aus,2020.0,258
34190,gbr,aus,2021.0,124
34191,gbr,aut,1997.0,14
34192,gbr,aut,1998.0,13
34193,gbr,aut,1999.0,20
34194,gbr,aut,2000.0,20
34195,gbr,aut,2001.0,23
34196,gbr,aut,2002.0,25
34197,gbr,aut,2003.0,23
34198,gbr,aut,2004.0,22
34199,gbr,aut,2005.0,26
34200,gbr,aut,2006.0,24
34201,gbr,aut,2007.0,21
34202,gbr,aut,2008.0,28
34203,gbr,aut,2009.0,34
34204,gbr,aut,2010.0,48
34205,gbr,aut,2011.0,50
34206,gbr,aut,2012.0,60
34207,gbr,aut,2013.0,58
34208,gbr,aut,2014.0,36
34209,gbr,aut,2015.0,55
34210,gbr,aut,2016.0,58
34211,gbr,aut,2017.0,39
34212,gbr,aut,2018.0,57
34213,gbr,aut,2019.0,45
34214,gbr,aut,2020.0,45
34215,gbr,aut,2021.0,12
34216,gbr,aze,1998.0,1
34217,gbr,aze,2008.0,2
34218,gbr,aze,2012.0,1
34219,gbr,aze,2013.0,1
34220,gbr,aze,2016.0,3
34221,gbr,aze,2020.0,1
34222,gbr,bel,1997.0,24
34223,gbr,bel,1998.0,37
34224,gbr,bel,1999.0,33
34225,gbr,bel,2000.0,59
34226,gbr,bel,2001.0,64
34227,gbr,bel,2002.0,48
34228,gbr,bel,2003.0,53
34229,gbr,bel,2004.0,38
34230,gbr,bel,2005.0,43
34231,gbr,bel,2006.0,46
34232,gbr,bel,2007.0,35
34233,gbr,bel,2008.0,69
34234,gbr,bel,2009.0,69
34235,gbr,bel,2010.0,67
34236,gbr,bel,2011.0,62
34237,gbr,bel,2012.0,73
34238,gbr,bel,2013.0,81
34239,gbr,bel,2014.0,73
34240,gbr,bel,2015.0,69
34241,gbr,bel,2016.0,74
34242,gbr,bel,2017.0,81
34243,gbr,bel,2018.0,61
34244,gbr,bel,2019.0,82
34245,gbr,bel,2020.0,68
34246,gbr,bel,2021.0,22
34247,gbr,ben,1998.0,1
34248,gbr,ben,1999.0,1
34249,gbr,ben,2000.0,1
34250,gbr,ben,2001.0,1
34251,gbr,ben,2003.0,3
34252,gbr,ben,2005.0,1
34253,gbr,ben,2006.0,1
34254,gbr,ben,2007.0,1
34255,gbr,ben,2008.0,1
34256,gbr,ben,2011.0,1
34257,gbr,ben,2017.0,1
34258,gbr,bfa,1997.0,1
34259,gbr,bfa,2001.0,1
34260,gbr,bfa,2004.0,1
34261,gbr,bfa,2006.0,2
34262,gbr,bfa,2010.0,1
34263,gbr,bfa,2012.0,2
34264,gbr,bfa,2013.0,2
34265,gbr,bgd,1997.0,5
34266,gbr,bgd,1998.0,9
34267,gbr,bgd,1999.0,7
34268,gbr,bgd,2000.0,10
34269,gbr,bgd,2001.0,6
34270,gbr,bgd,2002.0,6
34271,gbr,bgd,2003.0,9
34272,gbr,bgd,2004.0,8
34273,gbr,bgd,2005.0,11
34274,gbr,bgd,2006.0,10
34275,gbr,bgd,2007.0,13
34276,gbr,bgd,2008.0,9
34277,gbr,bgd,2009.0,3
34278,gbr,bgd,2010.0,12
34279,gbr,bgd,2011.0,11
34280,gbr,bgd,2012.0,9
34281,gbr,bgd,2013.0,12
34282,gbr,bgd,2014.0,12
34283,gbr,bgd,2015.0,5
34284,gbr,bgd,2016.0,17
34285,gbr,bgd,2017.0,7
34286,gbr,bgd,2018.0,23
34287,gbr,bgd,2019.0,14
34288,gbr,bgd,2020.0,4
34289,gbr,bgd,2021.0,4
34290,gbr,bgr,1997.0,6
34291,gbr,bgr,1998.0,2
34292,gbr,bgr,1999.0,4
34293,gbr,bgr,2000.0,11
34294,gbr,bgr,2001.0,9
34295,gbr,bgr,2002.0,11
34296,gbr,bgr,2003.0,7
34297,gbr,bgr,2004.0,9
34298,gbr,bgr,2005.0,3
34299,gbr,bgr,2006.0,3
34300,gbr,bgr,2007.0,3
34301,gbr,bgr,2008.0,3
34302,gbr,bgr,2009.0,8
34303,gbr,bgr,2010.0,8
34304,gbr,bgr,2011.0,10
34305,gbr,bgr,2012.0,5
34306,gbr,bgr,2013.0,7
34307,gbr,bgr,2014.0,4
34308,gbr,bgr,2015.0,6
34309,gbr,bgr,2016.0,4
34310,gbr,bgr,2017.0,3
34311,gbr,bgr,2018.0,3
34312,gbr,bgr,2020.0,4
34313,gbr,bgr,2021.0,1
34314,gbr,bhr,1997.0,1
34315,gbr,bhr,1999.0,4
34316,gbr,bhr,2000.0,2
34317,gbr,bhr,2001.0,1
34318,gbr,bhr,2002.0,1
34319,gbr,bhr,2003.0,2
34320,gbr,bhr,2004.0,2
34321,gbr,bhr,2005.0,2
34322,gbr,bhr,2008.0,7
34323,gbr,bhr,2009.0,3
34324,gbr,bhr,2011.0,1
34325,gbr,bhr,2012.0,4
34326,gbr,bhr,2013.0,6
34327,gbr,bhr,2014.0,7
34328,gbr,bhr,2015.0,7
34329,gbr,bhr,2016.0,1
34330,gbr,bhr,2017.0,4
34331,gbr,bhr,2018.0,1
34332,gbr,bhr,2019.0,1
34333,gbr,bhr,2020.0,2
34334,gbr,bhr,2021.0,2
34335,gbr,bhs,1999.0,1
34336,gbr,bhs,2007.0,1
34337,gbr,bhs,2009.0,1
34338,gbr,bhs,2010.0,2
34339,gbr,bhs,2013.0,1
34340,gbr,bhs,2015.0,1
34341,gbr,bhs,2017.0,1
34342,gbr,bhs,2018.0,2
34343,gbr,bih,1997.0,1
34344,gbr,bih,1998.0,1
34345,gbr,bih,2004.0,2
34346,gbr,bih,2006.0,1
34347,gbr,bih,2007.0,2
34348,gbr,bih,2012.0,4
34349,gbr,bih,2014.0,1
34350,gbr,bih,2015.0,1
34351,gbr,bih,2016.0,3
34352,gbr,bih,2018.0,1
34353,gbr,blr,1997.0,2
34354,gbr,blr,1998.0,2
34355,gbr,blr,2000.0,1
34356,gbr,blr,2001.0,3
34357,gbr,blr,2002.0,1
34358,gbr,blr,2003.0,4
34359,gbr,blr,2004.0,1
34360,gbr,blr,2005.0,1
34361,gbr,blr,2007.0,3
34362,gbr,blr,2009.0,1
34363,gbr,blr,2010.0,1
34364,gbr,blr,2012.0,3
34365,gbr,blr,2018.0,1
34366,gbr,blz,1997.0,1
34367,gbr,blz,2009.0,1
34368,gbr,blz,2011.0,1
34369,gbr,blz,2016.0,1
34370,gbr,bmu,2001.0,1
34371,gbr,bmu,2002.0,2
34372,gbr,bmu,2004.0,1
34373,gbr,bmu,2005.0,1
34374,gbr,bmu,2006.0,1
34375,gbr,bmu,2007.0,1
34376,gbr,bmu,2008.0,1
34377,gbr,bmu,2012.0,1
34378,gbr,bmu,2013.0,1
34379,gbr,bmu,2014.0,1
34380,gbr,bmu,2016.0,1
34381,gbr,bmu,2017.0,2
34382,gbr,bmu,2018.0,2
34383,gbr,bmu,2019.0,1
34384,gbr,bmu,2021.0,1
34385,gbr,bol,1997.0,1
34386,gbr,bol,2000.0,2
34387,gbr,bol,2002.0,1
34388,gbr,bol,2003.0,3
34389,gbr,bol,2008.0,1
34390,gbr,bol,2010.0,1
34391,gbr,bol,2013.0,1
34392,gbr,bol,2015.0,1
34393,gbr,bol,2016.0,1
34394,gbr,bol,2019.0,1
34395,gbr,bra,1997.0,53
34396,gbr,bra,1998.0,48
34397,gbr,bra,1999.0,49
34398,gbr,bra,2000.0,63
34399,gbr,bra,2001.0,53
34400,gbr,bra,2002.0,57
34401,gbr,bra,2003.0,50
34402,gbr,bra,2004.0,60
34403,gbr,bra,2005.0,38
34404,gbr,bra,2006.0,40
34405,gbr,bra,2007.0,35
34406,gbr,bra,2008.0,38
34407,gbr,bra,2009.0,47
34408,gbr,bra,2010.0,51
34409,gbr,bra,2011.0,55
34410,gbr,bra,2012.0,63
34411,gbr,bra,2013.0,49
34412,gbr,bra,2014.0,70
34413,gbr,bra,2015.0,59
34414,gbr,bra,2016.0,66
34415,gbr,bra,2017.0,78
34416,gbr,bra,2018.0,67
34417,gbr,bra,2019.0,54
34418,gbr,bra,2020.0,36
34419,gbr,bra,2021.0,10
34420,gbr,brb,1998.0,1
34421,gbr,brb,2000.0,1
34422,gbr,brb,2002.0,1
34423,gbr,brb,2003.0,1
34424,gbr,brb,2006.0,1
34425,gbr,brb,2007.0,1
34426,gbr,brb,2009.0,3
34427,gbr,brb,2010.0,2
34428,gbr,brb,2011.0,1
34429,gbr,brb,2012.0,2
